customer_id,signup_date,city,acquisition_channel
CUST01181,2025-03-21,Bengaluru,Mobile App
CUST01182,2025-02-22,Delhi,Website
CUST01183,2023-03-12,Jaipur,Website
CUST01184,2025-04-17,Chennai,Website
CUST01185,2023-02-11,Kolkata,Website
CUST01186,2023-01-19,Kolkata,Mobile App
CUST01187,2025-06-14,Delhi,Marketplace
CUST01188,2025-04-17,Delhi,Website
CUST01189,2024-07-13,Bengaluru,Mobile App
CUST01190,2024-07-11,Mumbai,Website
CUST01191,2024-11-20,Kolkata,Website
CUST01192,2024-02-10,Ahmedabad,Website
CUST01193,2023-04-22,Mumbai,Mobile App
CUST01194,2023-01-21,Bengaluru,Mobile App
CUST01195,2023-11-12,Kolkata,Mobile App
CUST01196,2025-02-17,Chennai,Mobile App
CUST01197,2024-08-23,Bengaluru,Retail Store
CUST01198,2025-03-19,Mumbai,Website
CUST01199,2025-06-13,Kochi,Mobile App
CUST01200,2023-03-27,Mumbai,Marketplace
CUST01201,2025-03-31,Hyderabad,Retail Store
CUST01202,2023-08-25,Kochi,Mobile App
CUST01203,2024-07-26,Pune,Marketplace
CUST01204,2024-05-24,Chennai,Website
CUST01205,2024-01-20,Delhi,Mobile App
CUST01206,2023-10-29,Kolkata,Marketplace
CUST01207,2023-11-27,Hyderabad,Website
CUST01208,2023-11-20,Delhi,Mobile App
CUST01209,2023-06-13,Kolkata,Mobile App
CUST01210,2024-05-11,Jaipur,Website
CUST01211,2023-04-21,Pune,Retail Store
CUST01212,2024-05-10,Bengaluru,Mobile App
CUST01213,2025-05-30,Chennai,Website
CUST01214,2023-12-06,Kolkata,Website
CUST01215,2024-12-08,Bengaluru,Website
CUST01216,2025-03-07,Kochi,Marketplace
CUST01217,2025-03-03,Kolkata,Marketplace
CUST01218,2023-08-18,Chennai,Website
CUST01219,2023-05-23,Hyderabad,Retail Store
CUST01220,2023-07-11,Ahmedabad,Mobile App
CUST01221,2024-08-08,Chennai,Mobile App
CUST01222,2025-01-08,Kolkata,Mobile App
CUST01223,2024-09-29,Kochi,Mobile App
CUST01224,2023-06-22,Bengaluru,Retail Store
CUST01225,2025-01-21,Hyderabad,Retail Store
CUST01226,2024-04-25,Bengaluru,Website
CUST01227,2025-01-03,Pune,Website
CUST01228,2025-01-08,Pune,Mobile App
CUST01229,2024-03-12,Chennai,Website
CUST01230,2025-06-17,Bengaluru,Website
CUST01231,2024-07-02,Hyderabad,Mobile App
CUST01232,2024-09-09,Hyderabad,Website
CUST01233,2024-08-30,Bengaluru,Website
CUST01234,2025-04-20,Ahmedabad,Mobile App
CUST01235,2024-09-01,Jaipur,Website
CUST01236,2023-05-27,Mumbai,Website
CUST01237,2023-03-08,Jaipur,Website
CUST01238,2024-03-05,Kochi,Retail Store
CUST01239,2023-10-22,Kolkata,Website
CUST01240,2023-09-24,Kolkata,Website
CUST01241,2023-02-24,Bengaluru,Mobile App
CUST01242,2024-05-08,Jaipur,Marketplace
CUST01243,2023-10-29,Delhi,Mobile App
CUST01244,2024-03-15,Pune,Mobile App
CUST01245,2023-02-25,Pune,Website
CUST01246,2025-03-19,Hyderabad,Website
CUST01247,2023-03-16,Pune,Website
CUST01248,2025-04-20,Kolkata,Website
CUST01249,2025-04-11,Hyderabad,Mobile App
CUST01250,2024-08-20,Bengaluru,Website
CUST01251,2024-05-07,Delhi,Mobile App
CUST01252,2024-03-25,Ahmedabad,Mobile App
CUST01253,2024-06-22,Delhi,Mobile App
CUST01254,2025-02-08,Pune,Website
CUST01255,2025-05-20,Kolkata,Website
CUST01256,2024-03-13,Kochi,Website
CUST01257,2025-02-26,Chennai,Mobile App
CUST01258,2024-09-25,Kolkata,Retail Store
CUST01259,2023-11-09,Kochi,Website
CUST01260,2024-04-07,Chennai,Mobile App
CUST01261,2023-05-27,Delhi,Mobile App
CUST01262,2023-03-02,Pune,Marketplace
CUST01263,2023-04-11,Chennai,Website
CUST01264,2025-05-23,Ahmedabad,Marketplace
CUST01265,2023-11-30,Delhi,Website
CUST01266,2024-11-25,Hyderabad,Retail Store
CUST01267,2024-05-05,Kolkata,Website
CUST01268,2023-06-17,Kochi,Website
CUST01269,2023-08-29,Jaipur,Website
CUST01270,2024-03-01,Jaipur,Website
CUST01271,2024-03-03,Ahmedabad,Marketplace
CUST01272,2024-05-23,Delhi,Mobile App
CUST01273,2023-06-04,Hyderabad,Retail Store
CUST01274,2023-12-29,Bengaluru,Retail Store
CUST01275,2023-10-02,Kolkata,Mobile App
CUST01276,2024-02-02,Pune,Mobile App
CUST01277,2023-11-25,Delhi,Website
CUST01278,2024-08-04,Pune,Mobile App
CUST01279,2025-02-06,Kolkata,Website
CUST01280,2024-09-21,Kochi,Mobile App
CUST01281,2023-03-06,Kolkata,Mobile App
CUST01282,2023-04-02,Kolkata,Mobile App
CUST01283,2024-10-21,Chennai,Mobile App
CUST01284,2023-10-04,Jaipur,Mobile App
CUST01285,2024-12-04,Bengaluru,Website
CUST01286,2024-09-30,Delhi,Mobile App
CUST01287,2025-05-30,Chennai,Website
CUST01288,2025-04-28,Kochi,Website
CUST01289,2023-11-21,Kolkata,Marketplace
CUST01290,2024-07-20,Chennai,Marketplace
CUST01291,2023-05-18,Kolkata,Website
CUST01292,2023-12-07,Bengaluru,Website
CUST01293,2025-07-29,Jaipur,Mobile App
CUST01294,2024-11-09,Jaipur,Mobile App
CUST01295,2024-01-16,Kochi,Website
CUST01296,2024-08-01,Chennai,Website
CUST01297,2025-06-30,Kochi,Mobile App
CUST01298,2023-10-28,Pune,Website
CUST01299,2024-01-02,Mumbai,Mobile App
CUST01300,2025-02-08,Hyderabad,Website
CUST01301,2025-03-01,Bengaluru,Website
CUST01302,2024-10-13,Pune,Website
CUST01303,2025-03-16,Chennai,Mobile App
CUST01304,2024-12-19,Delhi,Mobile App
CUST01305,2024-10-28,Chennai,Mobile App
CUST01306,2024-05-26,Ahmedabad,Mobile App
CUST01307,2024-09-19,Ahmedabad,Website
CUST01308,2024-02-16,Hyderabad,Website
CUST01309,2023-12-18,Bengaluru,Website
CUST01310,2023-12-19,Chennai,Mobile App
CUST01311,2023-06-25,Pune,Marketplace
CUST01312,2023-07-28,Delhi,Mobile App
CUST01313,2025-07-10,Jaipur,Website
CUST01314,2024-04-17,Jaipur,Mobile App
CUST01315,2023-08-09,Ahmedabad,Website
CUST01316,2023-05-14,Kolkata,Mobile App
CUST01317,2023-03-17,Pune,Mobile App
CUST01318,2025-03-31,Kolkata,Website
CUST01319,2023-04-09,Kochi,Retail Store
CUST01320,2025-01-19,Ahmedabad,Mobile App
CUST01321,2025-03-22,Kolkata,Website
CUST01322,2025-05-08,Delhi,Website
CUST01323,2023-02-06,Bengaluru,Mobile App
CUST01324,2023-11-24,Jaipur,Website
CUST01325,2025-01-14,Chennai,Website
CUST01326,2023-05-08,Bengaluru,Website
CUST01327,2024-01-02,Ahmedabad,Mobile App
CUST01328,2023-06-07,Chennai,Mobile App
CUST01329,2025-03-19,Kochi,Website
CUST01330,2025-01-19,Bengaluru,Website
CUST01331,2025-02-25,Ahmedabad,Mobile App
CUST01332,2023-06-10,Hyderabad,Marketplace
CUST01333,2024-03-01,Kochi,Website
CUST01334,2024-02-04,Pune,Website
CUST01335,2024-10-19,Delhi,Website
CUST01336,2023-08-19,Pune,Website
CUST01337,2024-03-07,Pune,Mobile App
CUST01338,2023-10-04,Kolkata,Mobile App
CUST01339,2024-12-28,Kochi,Website
CUST01340,2024-03-12,Pune,Mobile App
CUST01341,2024-06-03,Jaipur,Mobile App
CUST01342,2023-10-28,Pune,Mobile App
CUST01343,2025-02-24,Ahmedabad,Website
CUST01344,2024-03-31,Pune,Website
CUST01345,2025-03-22,Ahmedabad,Mobile App
CUST01346,2023-12-24,Chennai,Marketplace
CUST01347,2025-07-09,Ahmedabad,Website
CUST01348,2025-08-14,Kolkata,Marketplace
CUST01349,2024-03-24,Jaipur,Mobile App
CUST01350,2023-10-01,Kolkata,Mobile App
CUST01351,2024-01-07,Kolkata,Mobile App
CUST01352,2024-05-27,Ahmedabad,Mobile App
CUST01353,2025-07-28,Bengaluru,Mobile App
CUST01354,2025-03-05,Delhi,Website
CUST01355,2025-02-17,Hyderabad,Website
CUST01356,2023-05-15,Hyderabad,Website
CUST01357,2023-09-01,Ahmedabad,Mobile App
CUST01358,2024-09-15,Ahmedabad,Mobile App
CUST01359,2025-04-29,Bengaluru,Mobile App
CUST01360,2024-06-23,Hyderabad,Retail Store
CUST01361,2023-04-10,Chennai,Mobile App
CUST01362,2025-04-02,Mumbai,Retail Store
CUST01363,2025-04-07,Ahmedabad,Mobile App
CUST01364,2023-10-05,Kolkata,Website
CUST01365,2025-01-11,Delhi,Website
CUST01366,2023-09-23,Mumbai,Mobile App
CUST01367,2025-05-29,Chennai,Retail Store
CUST01368,2023-05-24,Bengaluru,Mobile App
CUST01369,2024-03-01,Bengaluru,Retail Store
CUST01370,2025-07-08,Delhi,Website
CUST01371,2023-08-04,Kochi,Mobile App
CUST01372,2024-03-14,Kochi,Mobile App
CUST01373,2023-12-06,Pune,Mobile App
CUST01374,2023-01-26,Delhi,Retail Store
CUST01375,2023-02-21,Mumbai,Mobile App
CUST01376,2024-05-02,Jaipur,Website
CUST01377,2023-08-18,Jaipur,Website
CUST01378,2025-08-24,Hyderabad,Website
CUST01379,2023-12-31,Hyderabad,Marketplace
CUST01380,2023-01-28,Jaipur,Marketplace
CUST01381,2025-06-23,Bengaluru,Website
CUST01382,2025-03-26,Kolkata,Marketplace
CUST01383,2024-09-23,Hyderabad,Retail Store
CUST01384,2025-02-08,Pune,Mobile App
CUST01385,2023-05-14,Pune,Website
CUST01386,2023-10-06,Chennai,Retail Store
CUST01387,2025-03-17,Kolkata,Mobile App
CUST01388,2024-11-07,Kochi,Mobile App
CUST01389,2023-05-15,Kolkata,Website
CUST01390,2024-11-16,Bengaluru,Mobile App
CUST01391,2024-03-12,Bengaluru,Website
CUST01392,2023-01-06,Hyderabad,Mobile App
CUST01393,2023-03-19,Chennai,Mobile App
CUST01394,2023-09-06,Ahmedabad,Website
CUST01395,2025-03-22,Mumbai,Retail Store
CUST01396,2024-06-17,Bengaluru,Mobile App
CUST01397,2024-12-07,Ahmedabad,Mobile App
CUST01398,2024-05-27,Chennai,Retail Store
CUST01399,2023-04-19,Jaipur,Website
CUST01400,2023-10-08,Kolkata,Retail Store
CUST01401,2023-10-20,Ahmedabad,Website
CUST01402,2023-02-16,Hyderabad,Website
CUST01403,2024-02-13,Kochi,Website
CUST01404,2025-02-10,Ahmedabad,Retail Store
CUST01405,2024-03-20,Mumbai,Website
CUST01406,2023-04-18,Ahmedabad,Website
CUST01407,2025-05-29,Pune,Mobile App
CUST01408,2024-08-03,Mumbai,Marketplace
CUST01409,2023-01-16,Kolkata,Website
CUST01410,2024-05-15,Pune,Retail Store
CUST01411,2023-08-24,Hyderabad,Website
CUST01412,2023-05-20,Hyderabad,Website
CUST01413,2024-02-22,Chennai,Website
CUST01414,2024-08-20,Chennai,Mobile App
CUST01415,2023-08-22,Pune,Website
CUST01416,2024-02-09,Hyderabad,Mobile App
CUST01417,2024-10-07,Delhi,Mobile App
CUST01418,2023-03-25,Bengaluru,Mobile App
CUST01419,2025-08-05,Mumbai,Website
CUST01420,2023-03-07,Bengaluru,Website
CUST01421,2024-05-26,Delhi,Mobile App
CUST01422,2024-05-08,Ahmedabad,Website
CUST01423,2025-08-18,Chennai,Retail Store
CUST01424,2024-06-22,Kolkata,Mobile App
CUST01425,2024-01-15,Ahmedabad,Website
CUST01426,2024-04-01,Kolkata,Website
CUST01427,2024-09-09,Bengaluru,Website
CUST01428,2025-08-11,Chennai,Retail Store
CUST01429,2023-09-04,Pune,Website
CUST01430,2023-01-16,Pune,Mobile App
CUST01431,2025-02-05,Pune,Website
CUST01432,2023-12-02,Kochi,Website
CUST01433,2024-12-13,Pune,Mobile App
CUST01434,2024-09-02,Delhi,Mobile App
CUST01435,2025-01-19,Pune,Marketplace
CUST01436,2024-12-15,Kochi,Mobile App
CUST01437,2023-11-20,Delhi,Website
CUST01438,2023-02-13,Bengaluru,Website
CUST01439,2024-06-14,Bengaluru,Mobile App
CUST01440,2025-03-01,Kolkata,Website
CUST01441,2023-06-20,Kolkata,Website
CUST01442,2025-01-27,Pune,Website
CUST01443,2024-03-27,Bengaluru,Website
CUST01444,2024-11-06,Kochi,Mobile App
CUST01445,2024-09-06,Kochi,Website
CUST01446,2025-02-27,Mumbai,Retail Store
CUST01447,2023-03-03,Hyderabad,Website
CUST01448,2025-01-24,Kochi,Mobile App
CUST01449,2024-03-20,Kolkata,Website
CUST01450,2023-10-13,Mumbai,Retail Store
CUST01451,2023-02-12,Delhi,Mobile App
CUST01452,2023-07-13,Bengaluru,Website
CUST01453,2023-02-10,Kochi,Website
CUST01454,2025-06-26,Mumbai,Marketplace
CUST01455,2024-05-15,Chennai,Website
CUST01456,2025-08-19,Kochi,Mobile App
CUST01457,2024-06-11,Jaipur,Mobile App
CUST01458,2023-09-04,Ahmedabad,Marketplace
CUST01459,2025-01-02,Bengaluru,Website
CUST01460,2023-07-05,Bengaluru,Website
CUST01461,2023-12-13,Delhi,Website
CUST01462,2025-01-28,Mumbai,Marketplace
CUST01463,2025-04-21,Kolkata,Mobile App
CUST01464,2023-11-19,Jaipur,Retail Store
CUST01465,2023-05-01,Kolkata,Mobile App
CUST01466,2023-12-24,Bengaluru,Mobile App
CUST01467,2025-05-14,Jaipur,Mobile App
CUST01468,2024-12-23,Hyderabad,Website
CUST01469,2025-05-19,Bengaluru,Mobile App
CUST01470,2024-01-11,Delhi,Marketplace
CUST01471,2025-08-04,Pune,Mobile App
CUST01472,2024-04-27,Kolkata,Mobile App
CUST01473,2024-04-28,Bengaluru,Website
CUST01474,2025-06-17,Kolkata,Mobile App
CUST01475,2024-05-19,Delhi,Website
CUST01476,2025-02-17,Bengaluru,Marketplace
CUST01477,2024-12-07,Bengaluru,Mobile App
CUST01478,2023-03-18,Kochi,Website
CUST01479,2024-08-08,Pune,Website
CUST01480,2025-03-10,Pune,Mobile App
CUST01481,2024-06-14,Pune,Mobile App
CUST01482,2023-11-09,Chennai,Mobile App
CUST01483,2023-03-19,Hyderabad,Website
CUST01484,2024-10-04,Pune,Mobile App
CUST01485,2023-10-25,Hyderabad,Mobile App
CUST01486,2024-08-08,Bengaluru,Retail Store
CUST01487,2024-02-19,Mumbai,Website
CUST01488,2024-11-01,Kolkata,Website
CUST01489,2023-12-08,Bengaluru,Website
CUST01490,2023-02-11,Kochi,Mobile App
CUST01491,2025-04-25,Ahmedabad,Mobile App
CUST01492,2023-12-09,Chennai,Website
CUST01493,2025-08-28,Kochi,Website
CUST01494,2023-09-24,Pune,Website
CUST01495,2025-08-10,Bengaluru,Retail Store
CUST01496,2025-07-10,Bengaluru,Website
CUST01497,2023-03-14,Jaipur,Website
CUST01498,2024-09-11,Mumbai,Website
CUST01499,2023-12-20,Ahmedabad,Website
CUST01500,2025-02-17,Pune,Website
CUST01501,2024-10-22,Mumbai,Mobile App
CUST01502,2025-07-15,Kolkata,Website
CUST01503,2023-05-19,Delhi,Website
CUST01504,2024-08-13,Chennai,Website
CUST01505,2025-01-29,Bengaluru,Mobile App
CUST01506,2023-02-03,Bengaluru,Mobile App
CUST01507,2023-03-07,Mumbai,Website
CUST01508,2025-01-26,Jaipur,Marketplace
CUST01509,2023-12-23,Kolkata,Website
CUST01510,2024-01-08,Ahmedabad,Retail Store
CUST01511,2024-07-05,Hyderabad,Website
CUST01512,2024-08-11,Jaipur,Mobile App
CUST01513,2024-10-22,Chennai,Website
CUST01514,2025-07-11,Kochi,Retail Store
CUST01515,2023-12-28,Kochi,Website
CUST01516,2025-01-11,Chennai,Mobile App
CUST01517,2024-07-11,Ahmedabad,Marketplace
CUST01518,2024-05-29,Delhi,Mobile App
CUST01519,2024-01-22,Jaipur,Retail Store
CUST01520,2024-09-23,Delhi,Website
CUST01521,2023-08-31,Kolkata,Website
CUST01522,2023-04-21,Jaipur,Website
CUST01523,2024-12-16,Mumbai,Marketplace
CUST01524,2024-04-30,Mumbai,Retail Store
CUST01525,2024-01-12,Kolkata,Retail Store
CUST01526,2024-06-29,Hyderabad,Website
CUST01527,2023-09-12,Jaipur,Marketplace
CUST01528,2023-09-11,Kolkata,Mobile App
CUST01529,2024-03-09,Mumbai,Marketplace
CUST01530,2025-08-26,Pune,Mobile App
CUST01531,2023-10-05,Bengaluru,Website
CUST01532,2025-06-09,Delhi,Retail Store
CUST01533,2024-04-22,Jaipur,Website
CUST01534,2023-04-30,Chennai,Mobile App
CUST01535,2025-04-08,Bengaluru,Mobile App
CUST01536,2024-03-15,Jaipur,Website
CUST01537,2025-05-23,Kolkata,Website
CUST01538,2024-03-08,Kochi,Website
CUST01539,2023-03-27,Pune,Website
CUST01540,2024-10-24,Hyderabad,Retail Store
CUST01541,2025-04-01,Kolkata,Mobile App
CUST01542,2023-11-07,Chennai,Website
CUST01543,2023-12-04,Hyderabad,Website
CUST01544,2023-03-05,Delhi,Website
CUST01545,2024-06-10,Kochi,Website
CUST01546,2025-05-16,Bengaluru,Website
CUST01547,2025-04-07,Ahmedabad,Website
CUST01548,2024-11-22,Bengaluru,Mobile App
CUST01549,2025-06-20,Delhi,Mobile App
CUST01550,2024-09-11,Ahmedabad,Website
CUST01551,2025-02-10,Bengaluru,Website
CUST01552,2024-05-09,Hyderabad,Retail Store
CUST01553,2023-04-28,Kochi,Website
CUST01554,2023-07-15,Chennai,Website
CUST01555,2023-05-15,Delhi,Marketplace
CUST01556,2025-02-07,Kolkata,Mobile App
CUST01557,2023-01-26,Hyderabad,Website
CUST01558,2024-06-22,Pune,Website
CUST01559,2023-12-25,Kolkata,Retail Store
CUST01560,2025-02-20,Jaipur,Mobile App
CUST01561,2024-06-20,Delhi,Website
CUST01562,2024-08-17,Bengaluru,Retail Store
CUST01563,2023-03-25,Pune,Website
CUST01564,2023-10-28,Mumbai,Retail Store
CUST01565,2025-08-29,Delhi,Website
CUST01566,2024-11-29,Kolkata,Website
CUST01567,2024-05-25,Bengaluru,Mobile App
CUST01568,2025-01-17,Hyderabad,Marketplace
CUST01569,2025-03-11,Bengaluru,Website
CUST01570,2023-03-13,Bengaluru,Website
CUST01571,2025-08-03,Ahmedabad,Retail Store
CUST01572,2024-09-16,Bengaluru,Marketplace
CUST01573,2024-03-13,Chennai,Website
CUST01574,2024-10-23,Ahmedabad,Website
CUST01575,2023-12-01,Kochi,Mobile App
CUST01576,2025-05-03,Kolkata,Mobile App
CUST01577,2025-01-28,Kolkata,Mobile App
CUST01578,2024-09-13,Pune,Website
CUST01579,2023-06-26,Pune,Website
CUST01580,2025-07-28,Ahmedabad,Retail Store
CUST01581,2024-02-25,Mumbai,Mobile App
CUST01582,2025-06-04,Kochi,Website
CUST01583,2023-02-23,Hyderabad,Mobile App
CUST01584,2023-05-01,Jaipur,Mobile App
CUST01585,2023-05-29,Bengaluru,Website
CUST01586,2023-06-10,Pune,Website
CUST01587,2023-11-10,Jaipur,Website
CUST01588,2024-11-20,Jaipur,Retail Store
CUST01589,2023-12-03,Kolkata,Retail Store
CUST01590,2025-07-03,Chennai,Mobile App
CUST01591,2025-05-19,Ahmedabad,Website
CUST01592,2025-04-02,Kochi,Mobile App
CUST01593,2023-09-01,Kolkata,Website
CUST01594,2024-09-09,Mumbai,Website
CUST01595,2024-06-19,Delhi,Website
CUST01596,2023-05-02,Hyderabad,Website
CUST01597,2023-10-22,Ahmedabad,Mobile App
CUST01598,2024-06-02,Kochi,Marketplace
CUST01599,2024-05-03,Pune,Website
CUST01600,2023-06-13,Delhi,Website
CUST01601,2025-07-04,Mumbai,Retail Store
CUST01602,2023-05-30,Delhi,Mobile App
CUST01603,2024-10-02,Kolkata,Website
CUST01604,2024-12-01,Pune,Website
CUST01605,2024-08-11,Kochi,Website
CUST01606,2025-03-29,Chennai,Marketplace
CUST01607,2024-07-01,Mumbai,Mobile App
CUST01608,2025-03-13,Chennai,Marketplace
CUST01609,2023-01-28,Kochi,Website
CUST01610,2023-02-14,Delhi,Retail Store
CUST01611,2024-09-15,Ahmedabad,Mobile App
CUST01612,2024-07-14,Pune,Mobile App
CUST01613,2024-09-24,Bengaluru,Website
CUST01614,2025-01-15,Kochi,Website
CUST01615,2024-02-09,Jaipur,Mobile App
CUST01616,2024-09-13,Chennai,Marketplace
CUST01617,2024-04-29,Delhi,Retail Store
CUST01618,2024-09-01,Chennai,Mobile App
CUST01619,2023-10-09,Chennai,Website
CUST01620,2025-07-18,Pune,Mobile App
CUST01621,2024-04-14,Pune,Retail Store
CUST01622,2025-02-21,Jaipur,Retail Store
CUST01623,2024-10-27,Bengaluru,Website
CUST01624,2023-10-17,Kolkata,Mobile App
CUST01625,2023-03-12,Chennai,Website
CUST01626,2023-02-28,Pune,Marketplace
CUST01627,2024-03-03,Kolkata,Retail Store
CUST01628,2024-04-15,Ahmedabad,Mobile App
CUST01629,2023-07-18,Pune,Mobile App
CUST01630,2024-08-12,Jaipur,Mobile App
CUST01631,2023-10-31,Kochi,Retail Store
CUST01632,2024-11-29,Delhi,Mobile App
CUST01633,2024-12-14,Pune,Website
CUST01634,2025-04-16,Hyderabad,Website
CUST01635,2025-08-06,Mumbai,Marketplace
CUST01636,2023-05-08,Kochi,Website
CUST01637,2023-12-27,Kochi,Website
CUST01638,2024-06-29,Kochi,Website
CUST01639,2023-11-07,Kochi,Website
CUST01640,2024-03-29,Kochi,Website
CUST01641,2023-09-17,Ahmedabad,Website
CUST01642,2023-08-29,Bengaluru,Website
CUST01643,2023-04-05,Chennai,Website
CUST01644,2023-10-10,Bengaluru,Retail Store
CUST01645,2024-01-09,Chennai,Mobile App
CUST01646,2024-08-21,Hyderabad,Website
CUST01647,2023-08-30,Bengaluru,Website
CUST01648,2025-04-21,Bengaluru,Mobile App
CUST01649,2023-06-05,Mumbai,Website
CUST01650,2023-11-15,Kolkata,Marketplace
CUST01651,2024-07-15,Kolkata,Mobile App
CUST01652,2023-10-31,Kolkata,Website
CUST01653,2025-01-11,Kolkata,Website
CUST01654,2024-04-29,Ahmedabad,Retail Store
CUST01655,2024-05-15,Kochi,Mobile App
CUST01656,2024-04-29,Delhi,Website
CUST01657,2023-10-27,Bengaluru,Retail Store
CUST01658,2023-01-23,Mumbai,Website
CUST01659,2025-07-07,Chennai,Website
CUST01660,2024-05-06,Bengaluru,Website
CUST01661,2025-07-28,Pune,Retail Store
CUST01662,2023-07-29,Pune,Mobile App
CUST01663,2023-12-10,Jaipur,Marketplace
CUST01664,2023-02-19,Bengaluru,Website
CUST01665,2024-04-26,Kochi,Retail Store
CUST01666,2025-05-07,Mumbai,Mobile App
CUST01667,2024-09-27,Pune,Mobile App
CUST01668,2024-04-02,Kolkata,Website
CUST01669,2024-06-05,Bengaluru,Website
CUST01670,2025-04-03,Delhi,Website
CUST01671,2024-02-23,Jaipur,Mobile App
CUST01672,2025-05-07,Jaipur,Website
CUST01673,2024-12-08,Hyderabad,Website
CUST01674,2025-01-12,Bengaluru,Website
CUST01675,2023-12-22,Kochi,Mobile App
CUST01676,2024-01-25,Ahmedabad,Website
CUST01677,2024-07-08,Chennai,Website
CUST01678,2023-07-09,Bengaluru,Website
CUST01679,2024-06-21,Kochi,Mobile App
CUST01680,2023-03-13,Bengaluru,Website
CUST01681,2024-05-05,Pune,Mobile App
CUST01682,2025-01-13,Bengaluru,Mobile App
CUST01683,2023-09-29,Bengaluru,Website
CUST01684,2025-08-19,Kolkata,Mobile App
CUST01685,2024-10-23,Hyderabad,Website
CUST01686,2023-04-26,Jaipur,Website
CUST01687,2025-08-05,Chennai,Retail Store
CUST01688,2024-01-18,Chennai,Website
CUST01689,2025-02-11,Mumbai,Website
CUST01690,2023-11-26,Ahmedabad,Website
CUST01691,2025-07-01,Hyderabad,Mobile App
CUST01692,2025-01-03,Pune,Retail Store
CUST01693,2023-07-13,Bengaluru,Website
CUST01694,2024-05-09,Chennai,Retail Store
CUST01695,2024-05-01,Kolkata,Marketplace
CUST01696,2023-02-14,Kochi,Website
CUST01697,2023-05-14,Mumbai,Retail Store
CUST01698,2023-11-20,Jaipur,Website
CUST01699,2024-04-05,Jaipur,Mobile App
CUST01700,2024-03-20,Ahmedabad,Mobile App
CUST01701,2024-08-12,Delhi,Mobile App
CUST01702,2024-05-16,Bengaluru,Website
CUST01703,2023-11-15,Mumbai,Mobile App
CUST01704,2024-08-18,Jaipur,Retail Store
CUST01705,2023-06-07,Kochi,Website
CUST01706,2025-08-20,Ahmedabad,Website
CUST01707,2024-12-19,Pune,Marketplace
CUST01708,2023-10-18,Delhi,Website
CUST01709,2023-11-23,Kolkata,Website
CUST01710,2025-03-16,Kolkata,Website
CUST01711,2024-06-01,Pune,Retail Store
CUST01712,2024-11-19,Hyderabad,Website
CUST01713,2023-10-19,Bengaluru,Website
CUST01714,2025-03-03,Jaipur,Website
CUST01715,2023-12-25,Chennai,Retail Store
CUST01716,2024-10-16,Jaipur,Mobile App
CUST01717,2025-08-10,Mumbai,Retail Store
CUST01718,2024-07-21,Kochi,Mobile App
CUST01719,2025-02-13,Kolkata,Website
CUST01720,2024-12-06,Pune,Website
CUST01721,2024-10-30,Kochi,Mobile App
CUST01722,2023-01-26,Bengaluru,Marketplace
CUST01723,2024-04-06,Kochi,Retail Store
CUST01724,2025-07-28,Hyderabad,Retail Store
CUST01725,2025-01-30,Chennai,Retail Store
CUST01726,2025-01-24,Hyderabad,Website
CUST01727,2024-07-15,Ahmedabad,Mobile App
CUST01728,2024-12-02,Ahmedabad,Website
CUST01729,2024-07-21,Hyderabad,Website
CUST01730,2023-06-15,Kochi,Mobile App
CUST01731,2024-09-03,Kolkata,Website
CUST01732,2024-08-25,Chennai,Mobile App
CUST01733,2025-03-28,Mumbai,Mobile App
CUST01734,2023-05-24,Hyderabad,Retail Store
CUST01735,2024-10-23,Mumbai,Website
CUST01736,2023-01-31,Hyderabad,Website
CUST01737,2025-07-10,Ahmedabad,Retail Store
CUST01738,2023-04-17,Bengaluru,Marketplace
CUST01739,2023-01-19,Delhi,Website
CUST01740,2023-11-01,Ahmedabad,Retail Store
CUST01741,2023-05-28,Chennai,Website
CUST01742,2024-11-02,Kolkata,Mobile App
CUST01743,2024-02-03,Bengaluru,Website
CUST01744,2025-01-23,Delhi,Marketplace
CUST01745,2025-06-13,Kolkata,Mobile App
CUST01746,2025-04-28,Jaipur,Retail Store
CUST01747,2024-12-16,Mumbai,Mobile App
CUST01748,2023-03-02,Pune,Website
CUST01749,2023-05-15,Jaipur,Website
CUST01750,2023-07-21,Jaipur,Retail Store
CUST01751,2023-11-12,Mumbai,Website
CUST01752,2024-10-05,Delhi,Retail Store
CUST01753,2024-05-25,Delhi,Website
CUST01754,2023-11-01,Mumbai,Marketplace
CUST01755,2023-06-18,Delhi,Website
CUST01756,2025-06-05,Ahmedabad,Mobile App
CUST01757,2023-11-29,Bengaluru,Mobile App
CUST01758,2023-12-11,Delhi,Website
CUST01759,2025-01-20,Kochi,Mobile App
CUST01760,2024-12-01,Ahmedabad,Mobile App
CUST01761,2024-09-17,Chennai,Website
CUST01762,2024-11-04,Hyderabad,Mobile App
CUST01763,2024-08-15,Bengaluru,Website
CUST01764,2023-07-06,Kolkata,Website
CUST01765,2023-08-28,Kochi,Retail Store
CUST01766,2024-06-26,Delhi,Retail Store
CUST01767,2023-08-07,Delhi,Mobile App
CUST01768,2025-08-03,Hyderabad,Mobile App
CUST01769,2023-10-17,Jaipur,Website
CUST01770,2023-10-08,Mumbai,Mobile App
CUST01771,2023-07-21,Pune,Mobile App
CUST01772,2024-11-16,Kochi,Retail Store
CUST01773,2023-11-05,Delhi,Website
CUST01774,2023-12-06,Hyderabad,Mobile App
