order_id,customer_id,order_date,product_name,category,quantity,unit_price_inr,discount_pct,channel,subscription_type,city
ORD107614,CUST01253,2025-02-09,Explorer Subscription Box (5 origins),Subscription Box,2,1899,0.0,Website,Monthly,Delhi
ORD107614,CUST01253,2025-02-09,Explorer Subscription Box (5 origins),Subscription Box,3,1899,15.0,Website,Monthly,Delhi
ORD107614,CUST01253,2025-02-09,Kaapi Culture Mug,Merchandise,2,349,0.0,Website,Monthly,Delhi
ORD107614,CUST01253,2025-02-09,Discovery Subscription Box (3 origins),Subscription Box,1,1299,15.0,Website,Monthly,Delhi
ORD107611,CUST01253,2025-03-01,Coorg Robusta Blend - 500g,Coffee Beans,1,599,10.0,Mobile App,One-time,
ORD107609,CUST01253,2025-03-19,Manual Burr Grinder,Equipment,2,2499,0.0,Website,One-time,Delhi
ORD107613,CUST01253,2025-03-26,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Marketplace,Quarterly,New Delhi
ORD107613,CUST01253,2025-03-26,Kaapi Culture Mug,Merchandise,1,349,0.0,Marketplace,Quarterly,New Delhi
ORD107624,CUST01253,2025-03-29,Manual Burr Grinder,Equipment,1,2499,10.0,Mobile App,One-time,New Delhi
ORD107607,CUST01253,2025-04-14,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Mobile App,One-time,New Delhi
ORD107626,CUST01253,2025-04-25,Reusable Cold Brew Bottle,Merchandise,2,599,0.0,Retail Store,Bi-Weekly,New Delhi
ORD107626,CUST01253,2025-04-25,Kaapi Culture Mug,Merchandise,1,349,10.0,Retail Store,Bi-Weekly,New Delhi
ORD107630,CUST01253,2025-05-01,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Mobile App,Monthly,Delhi
ORD107608,CUST01253,2025-05-04,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Retail Store,One-time,delhi
ORD107615,CUST01253,2025-05-24,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Marketplace,Monthly,New Delhi
ORD107625,CUST01253,2025-07-05,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Retail Store,One-time,New Delhi
ORD107625,CUST01253,2025-07-05,French Press - 600ml,Equipment,1,1199,0.0,Retail Store,One-time,New Delhi
ORD107625,CUST01253,2025-07-05,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Retail Store,One-time,New Delhi
ORD107610,CUST01253,2025-07-15,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Website,One-time,Delhi
ORD107610,CUST01253,2025-07-15,Kaapi Culture Mug,Merchandise,3,349,0.0,Website,One-time,Delhi
ORD107610,CUST01253,2025-07-15,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Website,One-time,Delhi
ORD107610,CUST01253,2025-07-15,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Website,One-time,Delhi
ORD107631,CUST01253,2025-07-19,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Website,One-time,Delhi
ORD107629,CUST01253,2025-07-28,Pour-Over Dripper,Equipment,1,899,0.0,Retail Store,Monthly,New Delhi
ORD107634,CUST01254,2025-03-08,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,15.0,Website,Quarterly,Pune 
ORD107632,CUST01254,2025-06-13,Coorg Robusta Blend - 500g,Coffee Beans,3,599,0.0,Website,One-time,Pune 
ORD107632,CUST01254,2025-06-13,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Website,One-time,Pune 
ORD107633,CUST01254,2025-06-24,Manual Burr Grinder,Equipment,1,2499,0.0,Website,One-time,pune
ORD107642,CUST01255,2025-05-20,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,15.0,Mobile App,One-time,Calcutta
ORD107640,CUST01255,2025-05-29,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Mobile App,One-time,Kolkata
ORD107640,CUST01255,2025-05-29,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,,Mobile App,One-time,Kolkata
ORD107640,CUST01255,2025-05-29,Manual Burr Grinder,Equipment,1,2499,0.0,Mobile App,One-time,Kolkata
ORD107640,CUST01255,2025-05-29,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Mobile App,One-time,Kolkata
ORD107646,CUST01255,2025-06-12,Coorg Robusta Blend - 500g,Coffee Beans,3,599,0.0,Website,Monthly,Calcutta
ORD107646,CUST01255,2025-06-12,Explorer Subscription Box (5 origins),Subscription Box,3,1899,0.0,Website,Monthly,Calcutta
ORD107635,CUST01255,2025-06-14,French Press - 600ml,Equipment,1,1199,0.0,Mobile App,One-time,Kolkata
ORD107636,CUST01255,2025-07-02,Manual Burr Grinder,Equipment,1,2499,0.0,Mobile App,One-time,Calcutta
ORD107636,CUST01255,2025-07-02,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Mobile App,One-time,Calcutta
ORD107647,CUST01255,2025-07-02,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Retail Store,Monthly,Kolkata
ORD107647,CUST01255,2025-07-02,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Retail Store,Monthly,Kolkata
ORD107637,CUST01255,2025-07-03,French Press - 600ml,Equipment,2,1199,10.0,Mobile App,Monthly,kolkata
ORD107639,CUST01255,2025-07-08,Reusable Cold Brew Bottle,Merchandise,2,599,0.0,Website,One-time,Calcutta
ORD107643,CUST01255,2025-07-14,Pour-Over Dripper,Equipment,1,899,0.0,Marketplace,Monthly,Calcutta
ORD107645,CUST01255,2025-07-23,Kaapi Culture Mug,Merchandise,1,349,0.0,Website,Quarterly,Calcutta
ORD107645,CUST01255,2025-07-23,Pour-Over Dripper,Equipment,1,899,0.0,Website,Quarterly,Calcutta
ORD107641,CUST01255,2025-08-11,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Website,One-time,kolkata
ORD107638,CUST01255,2025-08-16,Pour-Over Dripper,Equipment,1,899,0.0,Website,Quarterly,Kolkata
ORD107644,CUST01255,2025-08-17,Pour-Over Dripper,Equipment,1,899,0.0,Retail Store,One-time,Kolkata
ORD107644,CUST01255,2025-08-17,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Retail Store,One-time,Kolkata
ORD107666,CUST01256,2024-06-02,French Press - 600ml,Equipment,1,1199,,Website,Bi-Weekly,Cochin
ORD107666,CUST01256,2024-06-02,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Website,Bi-Weekly,Cochin
ORD107655,CUST01256,2024-06-03,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Website,One-time,kochi
ORD107655,CUST01256,2024-06-03,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Website,One-time,kochi
ORD107658,CUST01256,2024-06-14,Manual Burr Grinder,Equipment,1,2499,0.0,Mobile App,Monthly,
ORD107658,CUST01256,2024-06-14,French Press - 600ml,Equipment,1,1199,0.0,Mobile App,Monthly,kochi
ORD107650,CUST01256,2024-06-16,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Marketplace,One-time,kochi
ORD107650,CUST01256,2024-06-16,Kaapi Culture Mug,Merchandise,1,349,0.0,Marketplace,One-time,kochi
ORD107650,CUST01256,2024-06-16,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,15.0,Marketplace,One-time,kochi
ORD107648,CUST01256,2024-07-10,Kaapi Culture Mug,Merchandise,1,349,0.0,Website,Monthly,Kochi
ORD107660,CUST01256,2024-07-19,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Mobile App,One-time,Cochin
ORD107662,CUST01256,2024-07-28,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Retail Store,Monthly,kochi
ORD107661,CUST01256,2024-08-23,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Website,Monthly,Cochin
ORD107659,CUST01256,2024-09-04,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Mobile App,One-time,Kochi
ORD107659,CUST01256,2024-09-04,Attikan Estate AA - 250g,Coffee Beans,-1,449,0.0,Mobile App,One-time,Kochi
ORD107659,CUST01256,2024-09-04,Explorer Subscription Box (5 origins),Subscription Box,2,1899,0.0,Mobile App,One-time,Kochi
ORD107659,CUST01256,2024-09-04,Kaapi Culture Mug,Merchandise,1,349,0.0,Mobile App,One-time,Kochi
ORD107654,CUST01256,2024-10-06,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Website,Monthly,Kochi
ORD107663,CUST01256,2024-10-19,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Website,One-time,kochi
ORD107663,CUST01256,2024-10-19,Kaapi Culture Mug,Merchandise,1,349,0.0,Website,One-time,kochi
ORD107657,CUST01256,2025-01-15,Discovery Subscription Box (3 origins),Subscription Box,2,1299,10.0,Mobile App,One-time,Cochin
ORD107657,CUST01256,2025-01-15,Manual Burr Grinder,Equipment,1,2499,0.0,Mobile App,One-time,Cochin
ORD107657,CUST01256,2025-01-15,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,15.0,Mobile App,One-time,Cochin
ORD107657,CUST01256,2025-01-15,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Mobile App,One-time,Cochin
ORD107652,CUST01256,2025-01-16,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Marketplace,One-time,kochi
ORD107651,CUST01256,2025-01-20,Attikan Estate AA - 250g,Coffee Beans,3,449,20.0,Website,One-time,Kochi
ORD107665,CUST01256,2025-01-31,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,,Website,Bi-Weekly,Cochin
ORD107653,CUST01256,2025-02-21,Pour-Over Dripper,Equipment,2,899,0.0,Mobile App,One-time,Kochi
ORD107656,CUST01256,2025-05-08,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Marketplace,Quarterly,Kochi
ORD107664,CUST01256,2025-06-06,Attikan Estate AA - 250g,Coffee Beans,2,449,0.0,Marketplace,One-time,kochi
ORD107664,CUST01256,2025-06-06,Pour-Over Dripper,Equipment,1,899,10.0,Marketplace,One-time,kochi
ORD107649,CUST01256,2025-07-23,Coorg Robusta Blend - 500g,Coffee Beans,3,599,0.0,Mobile App,One-time,kochi
ORD107649,CUST01256,2025-07-23,Chikmagalur Single Origin - 250g,Coffee Beans,2,529,0.0,Mobile App,One-time,kochi
ORD107649,CUST01256,2025-07-23,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,20.0,Mobile App,One-time,kochi
ORD107669,CUST01257,2025-03-03,Manual Burr Grinder,Equipment,1,2499,0.0,Website,Quarterly,Chennai
ORD107676,CUST01257,2025-03-03,Kaapi Culture Mug,Merchandise,1,349,0.0,Mobile App,Monthly,Chennai
ORD107676,CUST01257,2025-03-03,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Mobile App,Monthly,Chennai
ORD107671,CUST01257,2025-03-04,Pour-Over Dripper,Equipment,1,899,0.0,Mobile App,One-time,chennai
ORD107668,CUST01257,2025-03-13,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Website,One-time,Chennai
ORD107670,CUST01257,2025-05-03,French Press - 600ml,Equipment,1,1199,0.0,Website,One-time,chennai
ORD107670,CUST01257,2025-05-03,Pour-Over Dripper,Equipment,1,899,10.0,Website,One-time,chennai
ORD107675,CUST01257,2025-05-04,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Mobile App,Monthly,chennai
ORD107667,CUST01257,2025-06-26,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,10.0,Mobile App,Monthly,Chennai
ORD107667,CUST01257,2025-06-26,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Mobile App,Monthly,Chennai
ORD107667,CUST01257,2025-06-26,Coorg Robusta Blend - 500g,Coffee Beans,-2,599,25.0,Mobile App,Monthly,Chennai
ORD107673,CUST01257,2025-07-11,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Mobile App,One-time,chennai
ORD107672,CUST01257,2025-08-03,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Retail Store,One-time,Chennai
ORD107674,CUST01257,2025-08-09,French Press - 600ml,Equipment,2,1199,0.0,Retail Store,One-time,chennai
ORD107677,CUST01257,2025-08-20,French Press - 600ml,Equipment,1,1199,15.0,Website,Monthly,Chennai
ORD107677,CUST01257,2025-08-20,Attikan Estate AA - 250g,Coffee Beans,2,449,0.0,Website,Monthly,Chennai
ORD107677,CUST01257,2025-08-20,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Website,Monthly,Chennai
ORD107677,CUST01257,2025-08-20,French Press - 600ml,Equipment,1,1199,10.0,Website,Monthly,Chennai
ORD107678,CUST01258,2025-08-12,Pour-Over Dripper,Equipment,1,899,10.0,Website,Quarterly,kolkata
ORD107679,CUST01259,2024-12-10,Pour-Over Dripper,Equipment,1,899,0.0,Website,Monthly,Cochin
ORD107693,CUST01260,2024-04-11,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Retail Store,Quarterly,Chennai
ORD107693,CUST01260,2024-04-11,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,10.0,Retail Store,Quarterly,Chennai
ORD107688,CUST01260,2024-04-14,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Website,One-time,chennai
ORD107688,CUST01260,2024-04-14,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Website,One-time,chennai
ORD107683,CUST01260,2024-04-28,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Website,Quarterly,Chennai
ORD107689,CUST01260,2024-04-28,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Marketplace,One-time,Chennai
ORD107695,CUST01260,2024-05-08,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Retail Store,Quarterly,Chennai
ORD107695,CUST01260,2024-05-08,Pour-Over Dripper,Equipment,3,899,0.0,Retail Store,Quarterly,Chennai
ORD107686,CUST01260,2024-05-15,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Website,Bi-Weekly,chennai
ORD107682,CUST01260,2024-05-23,Discovery Subscription Box (3 origins),Subscription Box,2,1299,0.0,Website,One-time,Chennai
ORD107690,CUST01260,2024-06-05,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Mobile App,One-time,Chennai
ORD107685,CUST01260,2024-06-28,French Press - 600ml,Equipment,1,1199,0.0,Mobile App,One-time,Chennai
ORD107694,CUST01260,2024-07-03,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Website,Monthly,Chennai
ORD107694,CUST01260,2024-07-03,Manual Burr Grinder,Equipment,-1,2499,0.0,Website,Monthly,Chennai
ORD107692,CUST01260,2024-07-17,Discovery Subscription Box (3 origins),Subscription Box,1,1299,15.0,Website,One-time,
ORD107697,CUST01260,2024-08-29,Filter Coffee Decoction - 200ml,Ready to Drink,3,149,0.0,Website,One-time,Chennai
ORD107697,CUST01260,2024-08-29,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Website,One-time,Chennai
ORD107697,CUST01260,2024-08-29,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Website,One-time,Chennai
ORD107680,CUST01260,2024-10-04,Coorg Robusta Blend - 500g,Coffee Beans,1,599,0.0,Mobile App,Monthly,chennai
ORD107680,CUST01260,2024-10-04,Attikan Estate AA - 250g,Coffee Beans,-3,449,0.0,Mobile App,Monthly,chennai
ORD107696,CUST01260,2024-11-22,Discovery Subscription Box (3 origins),Subscription Box,1,1299,10.0,Mobile App,One-time,chennai
ORD107696,CUST01260,2024-11-22,French Press - 600ml,Equipment,1,1199,0.0,Mobile App,One-time,chennai
ORD107681,CUST01260,2024-12-22,Coorg Robusta Blend - 500g,Coffee Beans,1,599,10.0,Website,One-time,chennai
ORD107681,CUST01260,2024-12-22,Discovery Subscription Box (3 origins),Subscription Box,2,1299,0.0,Website,One-time,chennai
ORD107681,CUST01260,2024-12-22,Attikan Estate AA - 250g,Coffee Beans,2,449,0.0,Website,One-time,chennai
ORD107684,CUST01260,2025-01-02,French Press - 600ml,Equipment,1,1199,0.0,Retail Store,One-time,Chennai
ORD107684,CUST01260,2025-01-02,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,,One-time,Chennai
ORD107687,CUST01260,2025-06-21,Manual Burr Grinder,Equipment,1,2499,0.0,Mobile App,Bi-Weekly,Chennai
ORD107687,CUST01260,2025-06-21,Kaapi Culture Mug,Merchandise,1,349,0.0,Mobile App,Bi-Weekly,Chennai
ORD107691,CUST01260,2025-08-03,Manual Burr Grinder,Equipment,1,2499,10.0,Retail Store,One-time,chennai
ORD107691,CUST01260,2025-08-03,Reusable Cold Brew Bottle,Merchandise,2,599,0.0,Retail Store,One-time,chennai
ORD107706,CUST01261,2023-06-05,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,10.0,Mobile App,One-time,
ORD107702,CUST01261,2023-08-10,Attikan Estate AA - 250g,Coffee Beans,3,449,0.0,Mobile App,One-time,New Delhi
ORD107720,CUST01261,2023-08-10,Pour-Over Dripper,Equipment,-1,899,20.0,Website,One-time,New Delhi
ORD107729,CUST01261,2023-09-05,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,10.0,Retail Store,One-time,New Delhi
ORD107729,CUST01261,2023-09-05,Kaapi Culture Mug,Merchandise,-2,349,0.0,Retail Store,One-time,New Delhi
ORD107729,CUST01261,2023-09-05,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Retail Store,One-time,New Delhi
ORD107729,CUST01261,2023-09-05,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Retail Store,One-time,New Delhi
ORD107710,CUST01261,2023-09-26,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Mobile App,One-time,New Delhi
ORD107711,CUST01261,2023-09-26,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Mobile App,One-time,Delhi
ORD107725,CUST01261,2023-10-19,Discovery Subscription Box (3 origins),Subscription Box,2,1299,0.0,Mobile App,One-time,Delhi
ORD107725,CUST01261,2023-10-19,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Mobile App,One-time,Delhi
ORD107725,CUST01261,2023-10-19,Cold Brew Concentrate - 500ml,Ready to Drink,2,349,0.0,Mobile App,One-time,Delhi
ORD107725,CUST01261,2023-10-19,Manual Burr Grinder,Equipment,1,2499,0.0,Mobile App,One-time,Delhi
ORD107709,CUST01261,2023-10-25,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Website,Monthly,New Delhi
ORD107709,CUST01261,2023-10-25,French Press - 600ml,Equipment,1,1199,20.0,Website,Monthly,New Delhi
ORD107713,CUST01261,2023-12-27,Pour-Over Dripper,Equipment,1,899,10.0,Website,One-time,delhi
ORD107698,CUST01261,2024-01-11,Coorg Robusta Blend - 500g,Coffee Beans,2,599,0.0,Mobile App,One-time,delhi
ORD107717,CUST01261,2024-02-08,Coorg Robusta Blend - 500g,Coffee Beans,2,599,10.0,Website,One-time,New Delhi
ORD107703,CUST01261,2024-02-12,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Mobile App,Quarterly,Delhi
ORD107703,CUST01261,2024-02-12,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Mobile App,Quarterly,Delhi
ORD107703,CUST01261,2024-02-12,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Mobile App,Quarterly,Delhi
ORD107703,CUST01261,2024-02-12,Kaapi Culture Mug,Merchandise,1,349,25.0,Mobile App,Quarterly,Delhi
ORD107728,CUST01261,2024-02-24,Manual Burr Grinder,Equipment,1,2499,15.0,Website,One-time,New Delhi
ORD107723,CUST01261,2024-03-30,French Press - 600ml,Equipment,3,1199,0.0,Marketplace,One-time,delhi
ORD107722,CUST01261,2024-05-06,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Mobile App,Monthly,Delhi
ORD107721,CUST01261,2024-06-25,Reusable Cold Brew Bottle,Merchandise,2,599,0.0,Mobile App,Quarterly,New Delhi
ORD107716,CUST01261,2024-07-16,French Press - 600ml,Equipment,1,1199,0.0,Marketplace,Monthly,Delhi
ORD107699,CUST01261,2024-08-05,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Website,Monthly,New Delhi
ORD107699,CUST01261,2024-08-05,Filter Coffee Decoction - 200ml,Ready to Drink,2,149,,Website,Monthly,New Delhi
ORD107704,CUST01261,2024-08-20,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Mobile App,One-time,Delhi
ORD107704,CUST01261,2024-08-20,Pour-Over Dripper,Equipment,1,899,0.0,Mobile App,One-time,Delhi
ORD107718,CUST01261,2024-10-04,Cold Brew Concentrate - 500ml,Ready to Drink,3,349,0.0,Website,One-time,delhi
ORD107719,CUST01261,2024-10-09,Pour-Over Dripper,Equipment,2,899,10.0,Marketplace,Bi-Weekly,New Delhi
ORD107700,CUST01261,2024-10-26,Discovery Subscription Box (3 origins),Subscription Box,3,1299,0.0,Retail Store,Monthly,delhi
ORD107700,CUST01261,2024-10-26,Chikmagalur Single Origin - 250g,Coffee Beans,3,529,0.0,Retail Store,Monthly,delhi
ORD107715,CUST01261,2024-11-01,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,15.0,Website,One-time,delhi
ORD107727,CUST01261,2024-12-19,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Retail Store,One-time,Delhi
ORD107727,CUST01261,2024-12-19,Coorg Robusta Blend - 500g,Coffee Beans,1,599,15.0,Retail Store,One-time,Delhi
ORD107714,CUST01261,2025-01-03,Chikmagalur Single Origin - 250g,Coffee Beans,2,529,0.0,Mobile App,Monthly,Delhi
ORD107714,CUST01261,2025-01-03,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Mobile App,Monthly,Delhi
ORD107712,CUST01261,2025-01-09,Explorer Subscription Box (5 origins),Subscription Box,2,1899,20.0,Retail Store,Monthly,New Delhi
ORD107701,CUST01261,2025-04-06,Coorg Robusta Blend - 500g,Coffee Beans,1,599,15.0,Mobile App,Monthly,delhi
ORD107726,CUST01261,2025-05-20,Manual Burr Grinder,Equipment,2,2499,0.0,Website,Bi-Weekly,Delhi
ORD107707,CUST01261,2025-07-03,Manual Burr Grinder,Equipment,1,2499,10.0,Marketplace,One-time,New Delhi
ORD107707,CUST01261,2025-07-03,Reusable Cold Brew Bottle,Merchandise,1,599,15.0,Marketplace,One-time,New Delhi
ORD107707,CUST01261,2025-07-03,Kaapi Culture Mug,Merchandise,-1,349,0.0,Marketplace,One-time,New Delhi
ORD107708,CUST01261,2025-08-02,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Mobile App,Quarterly,delhi
ORD107705,CUST01261,2025-08-12,Chikmagalur Single Origin - 250g,Coffee Beans,2,529,0.0,Mobile App,Bi-Weekly,Delhi
ORD107705,CUST01261,2025-08-12,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,,Mobile App,Bi-Weekly,
ORD107724,CUST01261,2025-08-23,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Website,Quarterly,Delhi
ORD107735,CUST01262,2023-03-15,Manual Burr Grinder,Equipment,1,2499,0.0,Mobile App,One-time,Pune 
ORD107737,CUST01262,2023-04-04,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,10.0,Website,Quarterly,Pune
ORD107731,CUST01262,2023-05-16,Baba Budangiri Peaberry - 250g,Coffee Beans,3,499,0.0,Marketplace,Bi-Weekly,pune
ORD107731,CUST01262,2023-05-16,Filter Coffee Decoction - 200ml,Ready to Drink,2,149,0.0,Marketplace,Bi-Weekly,pune
ORD107734,CUST01262,2023-12-20,Manual Burr Grinder,Equipment,1,2499,0.0,Retail Store,One-time,pune
ORD107734,CUST01262,2023-12-20,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,,One-time,pune
ORD107734,CUST01262,2023-12-20,French Press - 600ml,Equipment,1,1199,15.0,Retail Store,One-time,pune
ORD107730,CUST01262,2024-03-30,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Website,One-time,Pune
ORD107733,CUST01262,2024-04-10,Pour-Over Dripper,Equipment,1,899,0.0,Website,Quarterly,Pune 
ORD107733,CUST01262,2024-04-10,French Press - 600ml,Equipment,2,1199,0.0,Website,Quarterly,Pune 
ORD107732,CUST01262,2024-04-21,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Mobile App,Quarterly,Pune
ORD107736,CUST01262,2024-08-07,Pour-Over Dripper,Equipment,2,899,10.0,Marketplace,One-time,Pune
ORD107736,CUST01262,2024-08-07,Pour-Over Dripper,Equipment,2,899,10.0,Marketplace,One-time,Pune
ORD107743,CUST01263,2023-04-14,Explorer Subscription Box (5 origins),Subscription Box,1,1899,10.0,Website,One-time,Chennai
ORD107749,CUST01263,2023-04-18,Kaapi Culture Mug,Merchandise,1,349,0.0,Website,One-time,chennai
ORD107742,CUST01263,2023-07-11,Coorg Robusta Blend - 500g,Coffee Beans,-1,599,0.0,Website,One-time,Chennai
ORD107742,CUST01263,2023-07-11,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Website,One-time,Chennai
ORD107760,CUST01263,2023-07-20,Explorer Subscription Box (5 origins),Subscription Box,3,1899,0.0,Website,One-time,Chennai
ORD107760,CUST01263,2023-07-20,Attikan Estate AA - 250g,Coffee Beans,2,449,20.0,Website,One-time,Chennai
ORD107750,CUST01263,2023-10-12,Pour-Over Dripper,Equipment,3,899,0.0,Mobile App,Monthly,chennai
ORD107750,CUST01263,2023-10-12,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Mobile App,Monthly,chennai
ORD107750,CUST01263,2023-10-12,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Mobile App,Monthly,chennai
ORD107750,CUST01263,2023-10-12,Pour-Over Dripper,Equipment,1,899,0.0,Mobile App,Monthly,chennai
ORD107740,CUST01263,2023-11-29,Kaapi Culture Mug,Merchandise,-1,349,0.0,Mobile App,One-time,Chennai
ORD107740,CUST01263,2023-11-29,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Mobile App,One-time,Chennai
ORD107759,CUST01263,2024-01-25,Reusable Cold Brew Bottle,Merchandise,1,599,0.0,Website,One-time,Chennai
ORD107747,CUST01263,2024-02-15,Explorer Subscription Box (5 origins),Subscription Box,1,1899,0.0,Retail Store,Bi-Weekly,chennai
ORD107753,CUST01263,2024-02-15,Baba Budangiri Peaberry - 250g,Coffee Beans,1,499,0.0,Website,One-time,chennai
ORD107755,CUST01263,2024-02-16,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Website,Monthly,Chennai
ORD107748,CUST01263,2024-03-31,Attikan Estate AA - 250g,Coffee Beans,1,449,0.0,Website,Bi-Weekly,chennai
ORD107754,CUST01263,2024-06-03,French Press - 600ml,Equipment,-1,1199,0.0,Marketplace,One-time,chennai
ORD107754,CUST01263,2024-06-03,French Press - 600ml,Equipment,1,1199,0.0,Marketplace,One-time,chennai
ORD107751,CUST01263,2024-07-19,Chikmagalur Single Origin - 250g,Coffee Beans,1,529,0.0,Mobile App,Monthly,chennai
ORD107751,CUST01263,2024-07-19,Filter Coffee Decoction - 200ml,Ready to Drink,1,149,0.0,Mobile App,Monthly,chennai
ORD107758,CUST01263,2024-09-29,Cold Brew Concentrate - 500ml,Ready to Drink,1,349,0.0,Mobile App,One-time,chennai
ORD107758,CUST01263,2024-09-29,Coorg Robusta Blend - 500g,Coffee Beans,1,599,25.0,Mobile App,One-time,chennai
ORD107758,CUST01263,2024-09-29,Discovery Subscription Box (3 origins),Subscription Box,1,1299,0.0,Mobile App,One-time,chennai
